project_id,start_date,end_date,planned_duration,planned_budget,actual_budget,budget_overrun_pct,team_size,priority,department,program_type,risk_level,complexity,manager_experience,scope_changes,delayed_tasks,resource_utilization_pct,schedule_overrun_pct,success,ROI,customer_satisfaction
PRJ-1468,2021-05-13,2022-01-07,239,1065022.71,1328404.78,24.73,20,High,Marketing,New Product Launch,5.83,7.52,12,3,5,103.05,62.03,1,19.86,3.05
PRJ-1469,2020-06-06,2021-01-10,218,3468806.68,3023662.92,-12.83,26,Medium,IT,Compliance,2.86,5.69,17,1,6,89.37,23.34,0,-14.59,2.26
PRJ-1470,2021-06-05,2022-01-08,217,2501099.38,1877208.95,-24.94,18,Medium,Finance,System Upgrade,6.45,4.98,20,2,7,82.2,66.35,0,-5.94,2.11
PRJ-1471,2021-02-22,2022-01-23,335,4534088.29,3730978.01,-17.71,45,Medium,Marketing,Process Improvement,3.56,6.41,11,3,7,78.01,47.35,0,-24.22,1.6
PRJ-1472,2022-01-31,2022-07-01,151,4690753.63,4644204.99,-0.99,38,High,Finance,Process Improvement,8.37,6.59,12,1,2,101.64,67.48,0,-8.57,1.52
PRJ-1473,2022-02-13,2022-06-27,134,1829252.88,2357399.07,28.87,49,High,Marketing,New Product Launch,5.23,8.29,7,2,4,88.63,62.79,0,-6.23,1.62
PRJ-1474,2021-05-01,2022-04-30,364,4381136.44,4796052.6,9.47,34,High,Operations,Cost Reduction,6.11,3.91,3,2,2,87.1,62.22,1,28.84,2.03
PRJ-1475,2021-07-17,2022-04-08,265,1333166.16,1569986.33,17.76,43,Medium,HR,Cost Reduction,7.83,3.25,12,2,7,77.98,39.31,0,-20.74,1.55
PRJ-1476,2020-12-22,2021-10-18,300,3273401.93,2778084.78,-15.13,34,Medium,HR,Compliance,3.54,5.61,2,0,3,84.06,36.63,1,15.25,4.21
PRJ-1477,2022-11-25,2023-08-27,275,2377663.05,1791618.19,-24.65,5,Medium,Finance,Process Improvement,1.52,9.2,8,4,3,87.46,42.46,0,-0.97,1.16
PRJ-1478,2022-08-20,2023-07-04,318,2196431.81,2752404.87,25.31,46,Medium,Operations,Cost Reduction,5.37,6.32,13,2,2,83.54,57.59,0,-11.07,1.86
PRJ-1479,2020-09-15,2020-12-09,85,4747429.54,5487240.83,15.58,8,Medium,Finance,Compliance,2.59,5.45,2,2,2,74.73,36.81,0,-19.6,2.26
PRJ-1480,2021-09-17,2021-12-02,76,1235994.67,1014576.66,-17.91,17,High,HR,New Product Launch,5.87,6.04,17,0,2,74.75,25.51,1,18.63,3.78
PRJ-1481,2020-12-09,2021-10-05,300,1092168.78,1014868.45,-7.08,14,Medium,Operations,New Product Launch,5.72,5.32,20,1,3,95.05,66.02,0,-19.46,1.2
PRJ-1482,2020-03-26,2020-06-21,87,3444230.1,4099083.33,19.01,6,High,Finance,New Product Launch,6.02,3.12,6,3,5,88.08,29.43,0,-17.97,1.85
PRJ-1483,2020-06-24,2020-11-13,142,3356271.99,4084493.5,21.7,42,Medium,IT,Compliance,4.66,5.69,18,0,5,72.35,56.63,0,-9.22,2.1
PRJ-1484,2022-01-20,2022-12-22,336,2333935.89,3496655.91,49.82,37,Medium,Operations,Cost Reduction,1.19,5.0,9,1,2,81.03,10.02,1,14.84,4.18
PRJ-1485,2022-04-18,2023-01-20,277,4508249.93,5006571.04,11.05,23,Medium,IT,Cost Reduction,4.86,4.47,8,1,6,83.83,41.88,0,-10.06,1.64
PRJ-1486,2022-07-11,2023-04-13,276,1535150.88,1837301.22,19.68,37,Low,HR,Process Improvement,1.92,5.9,6,2,1,76.84,17.95,1,22.57,3.9
PRJ-1487,2022-05-30,2023-01-19,234,1578520.55,1528900.32,-3.14,3,Medium,Operations,Compliance,3.37,4.35,4,1,0,89.37,24.41,0,-14.44,1.92
PRJ-1488,2020-10-09,2021-02-21,135,4726935.49,5430341.33,14.88,17,High,IT,Cost Reduction,7.71,5.69,8,2,4,75.92,57.6,1,28.76,2.97
PRJ-1489,2020-01-18,2020-07-01,165,4302951.89,3476146.03,-19.21,29,High,Finance,New Product Launch,8.63,5.17,11,3,3,91.67,49.19,1,25.99,3.03
PRJ-1490,2020-08-21,2021-05-24,276,2172829.09,1995081.31,-8.18,17,Medium,Marketing,New Product Launch,7.66,1.78,17,4,5,88.78,66.89,0,-17.85,1.18
PRJ-1491,2022-02-04,2022-10-19,257,4949966.2,3402316.23,-31.27,4,High,Operations,Cost Reduction,7.33,8.18,20,0,7,88.82,71.44,0,-1.81,1.24
PRJ-1492,2020-07-11,2020-10-26,107,2108786.84,2411708.84,14.36,45,Medium,HR,Process Improvement,4.57,1.78,3,3,2,92.27,20.34,0,-20.33,2.96
PRJ-1493,2021-03-23,2021-12-23,275,2504408.15,2554930.17,2.02,36,Medium,Finance,Cost Reduction,6.38,4.42,19,3,6,58.58,59.72,1,14.5,2.39
PRJ-1494,2022-01-04,2022-04-20,106,755870.27,509462.99,-32.6,34,Medium,Finance,Compliance,6.18,7.5,17,2,6,73.11,58.99,1,22.52,2.72
PRJ-1495,2020-04-26,2020-06-09,44,2904966.19,2494105.92,-14.14,33,High,Finance,New Product Launch,5.65,6.45,10,6,4,86.63,39.28,1,28.5,2.67
PRJ-1496,2022-09-27,2023-07-03,279,2538779.37,2567932.63,1.15,31,Medium,HR,Cost Reduction,6.2,6.47,7,5,7,98.78,54.15,0,-7.44,1.75
PRJ-1497,2020-02-24,2020-04-17,53,4172155.41,6110982.93,46.47,38,High,HR,Process Improvement,1.26,4.29,16,0,0,86.95,29.9,1,28.99,4.21
PRJ-1498,2020-02-06,2020-03-21,44,4311605.89,4411100.63,2.31,49,Medium,HR,Process Improvement,5.23,2.53,6,2,3,72.51,29.28,0,-18.13,2.42
PRJ-1499,2021-01-08,2021-03-30,81,4064557.36,3476484.72,-14.47,30,Low,Finance,Cost Reduction,4.13,5.0,7,3,2,94.39,41.0,0,-14.12,1.69
PRJ-1500,2020-01-30,2020-12-22,327,1114603.78,913202.19,-18.07,42,High,IT,System Upgrade,8.14,4.27,13,3,6,83.51,57.45,0,-10.97,1.99
PRJ-1501,2021-02-23,2021-04-18,54,3966354.2,3713343.24,-6.38,41,Medium,Finance,Process Improvement,2.35,9.64,18,2,8,86.71,44.34,1,25.11,2.88
PRJ-1502,2022-05-20,2022-10-07,140,2655674.04,2164337.65,-18.5,12,Medium,HR,New Product Launch,6.96,5.04,16,2,11,61.02,44.91,0,-20.02,2.37
PRJ-1503,2021-08-23,2021-10-31,69,447566.42,333009.64,-25.6,36,Medium,Operations,Compliance,5.03,1.8,20,2,2,77.4,39.98,1,30.8,3.16
PRJ-1504,2020-04-22,2021-03-17,329,4923113.5,7093026.55,44.08,32,Medium,Finance,System Upgrade,6.38,5.96,18,0,2,86.45,73.67,0,-4.17,1.08
PRJ-1505,2021-08-18,2022-01-11,146,2882127.05,3240477.1,12.43,20,High,Marketing,System Upgrade,5.49,7.55,1,0,6,98.48,59.19,0,-13.73,1.0
PRJ-1506,2021-06-16,2022-03-29,286,77691.07,82929.1,6.74,47,Low,Operations,Process Improvement,2.98,8.08,1,4,4,80.72,66.69,0,-15.79,1.0
PRJ-1507,2021-10-11,2022-07-06,268,1016603.0,923072.38,-9.2,28,High,Marketing,Process Improvement,2.39,3.92,13,6,3,95.78,34.85,1,16.44,2.87
PRJ-1508,2021-04-15,2021-12-20,249,3352732.12,3640382.78,8.58,31,High,IT,Compliance,6.82,4.1,8,2,5,80.94,55.55,0,-11.71,1.94
PRJ-1509,2020-02-27,2020-10-28,244,3945455.6,3874914.26,-1.79,44,Medium,HR,New Product Launch,6.19,5.77,5,1,1,94.29,52.47,0,-15.74,1.68
PRJ-1510,2021-04-07,2021-11-02,209,3961710.16,5262563.79,32.84,13,Medium,HR,Process Improvement,1.0,6.32,1,0,3,92.48,38.2,1,24.89,3.99
PRJ-1511,2022-01-17,2022-11-23,310,815091.83,611188.13,-25.02,35,Medium,Marketing,Process Improvement,8.82,2.92,17,0,1,74.66,52.09,1,33.19,2.76
PRJ-1512,2021-12-04,2022-03-31,117,368402.3,339211.91,-7.92,15,High,HR,Process Improvement,6.47,3.55,11,5,2,88.67,54.73,0,-12.02,1.72
PRJ-1513,2022-11-14,2023-03-10,116,925168.25,883512.5,-4.5,32,Medium,IT,Cost Reduction,6.43,4.21,17,3,10,79.04,42.99,1,7.7,2.82
PRJ-1514,2021-04-14,2021-05-27,43,4967195.3,6092748.05,22.66,6,Medium,Marketing,Cost Reduction,6.03,3.75,2,0,2,82.41,42.68,0,-13.58,1.65
PRJ-1515,2022-05-30,2022-08-16,78,3412027.4,5009002.73,46.8,33,Medium,Operations,Process Improvement,8.09,2.16,11,2,4,65.93,65.01,0,-11.18,1.47
PRJ-1516,2022-11-04,2023-04-07,154,4802062.65,5406050.52,12.58,27,Medium,Finance,Cost Reduction,4.67,6.94,3,2,9,86.01,41.59,1,14.3,3.09
PRJ-1517,2022-06-03,2022-07-18,45,4872500.5,4441205.1,-8.85,13,Low,Marketing,System Upgrade,9.17,5.25,2,2,9,70.08,78.56,1,20.1,2.25
PRJ-1518,2020-09-05,2021-06-20,288,1197633.52,1326870.33,10.79,5,Medium,HR,Cost Reduction,3.39,7.49,9,2,1,92.27,29.45,0,-8.93,1.74
PRJ-1519,2021-09-18,2022-08-14,330,1267194.77,1752594.05,38.31,11,Medium,Finance,Cost Reduction,6.96,4.5,18,2,5,83.97,44.87,0,-12.75,2.57
PRJ-1520,2020-07-15,2021-04-04,263,927186.43,1042559.35,12.44,33,Medium,Operations,Process Improvement,6.14,3.34,18,5,2,81.74,41.15,1,35.89,2.85
PRJ-1521,2022-06-24,2023-02-27,248,3955306.94,3513046.14,-11.18,13,Low,HR,Process Improvement,9.49,2.82,19,2,6,89.64,72.14,0,-22.5,2.47
PRJ-1522,2020-03-09,2020-08-16,160,823408.37,1010259.25,22.69,42,Low,IT,Cost Reduction,7.2,2.73,7,2,8,84.61,31.04,0,-12.55,2.77
PRJ-1523,2021-04-18,2021-08-30,134,958638.06,705885.21,-26.37,46,Low,HR,New Product Launch,5.21,4.1,1,0,4,94.99,48.87,0,-30.23,2.24
PRJ-1524,2021-11-19,2022-05-01,163,313983.84,380410.66,21.16,45,Medium,HR,New Product Launch,4.92,7.05,5,1,2,78.52,35.5,0,-18.45,1.76
PRJ-1525,2020-05-01,2020-07-19,79,3428271.38,4998511.47,45.8,3,High,Marketing,System Upgrade,1.08,6.16,15,0,2,64.03,22.03,0,-20.39,2.75
PRJ-1526,2020-04-09,2020-08-31,144,1646763.05,2257893.45,37.11,19,Medium,HR,Process Improvement,7.83,3.35,6,0,1,88.92,55.74,0,-7.66,2.25
PRJ-1527,2021-03-14,2021-04-16,33,4126092.62,2832031.51,-31.36,14,Low,IT,Process Improvement,2.38,6.35,3,0,2,97.86,15.04,0,-12.37,2.89
PRJ-1528,2020-03-11,2020-12-13,277,3027281.95,2557233.69,-15.53,4,Low,Finance,New Product Launch,8.18,1.66,4,3,8,78.42,40.64,0,-20.25,1.48
PRJ-1529,2020-05-15,2021-03-01,290,4109760.61,2833858.83,-31.05,9,Medium,Operations,Compliance,2.31,2.85,5,1,5,83.55,19.34,0,-5.16,3.17
PRJ-1530,2022-12-11,2023-04-16,126,686504.72,845364.38,23.14,41,Medium,Operations,New Product Launch,6.03,3.04,13,2,5,91.29,48.87,1,10.5,3.24
PRJ-1531,2022-10-22,2023-05-19,209,4065223.49,2647277.91,-34.88,34,Medium,IT,System Upgrade,4.77,7.93,11,2,4,68.57,38.58,0,-9.02,2.19
PRJ-1532,2022-05-14,2022-12-27,227,3143335.5,3152851.46,0.3,4,Low,Finance,Process Improvement,4.2,2.15,1,5,2,82.88,53.03,0,-9.97,2.43
PRJ-1533,2021-07-30,2021-12-25,148,1554075.23,2345529.45,50.93,38,High,Finance,Cost Reduction,3.99,4.0,10,3,3,99.27,41.67,0,-8.08,2.05
PRJ-1534,2020-11-10,2021-07-18,250,2874272.26,4103813.14,42.78,25,Medium,Marketing,Cost Reduction,1.14,6.65,7,0,4,71.88,15.5,0,-20.56,3.07
PRJ-1535,2020-01-16,2020-09-10,238,818040.91,893164.84,9.18,30,Medium,IT,New Product Launch,5.23,5.0,18,3,3,91.26,51.03,1,26.07,3.19
PRJ-1536,2022-06-04,2023-04-11,311,1776064.06,2272369.42,27.94,25,High,Marketing,Process Improvement,3.45,7.05,18,3,2,96.69,29.09,1,16.2,3.35
PRJ-1537,2022-01-08,2022-04-13,95,4208042.07,4080725.25,-3.03,7,Medium,HR,Compliance,5.37,1.0,2,0,5,75.28,41.07,0,-13.3,2.68
PRJ-1538,2022-06-12,2022-12-24,195,4326587.29,4593631.97,6.17,41,Medium,Finance,Process Improvement,2.54,6.66,15,2,5,87.83,35.47,1,20.92,2.67
PRJ-1539,2021-08-18,2022-03-08,202,4451671.64,4297837.25,-3.46,7,Medium,IT,Process Improvement,8.03,7.81,6,1,9,95.62,79.74,1,21.96,2.72
PRJ-1540,2021-01-21,2022-01-06,350,3932214.57,4678087.29,18.97,7,Medium,HR,Cost Reduction,5.58,6.2,8,0,3,105.1,24.09,0,-13.52,2.6
PRJ-1541,2020-08-30,2021-03-27,209,1354686.11,1494305.17,10.31,10,High,Operations,Compliance,5.71,8.9,13,4,1,79.33,80.0,0,-19.54,1.22
PRJ-1542,2020-02-11,2020-03-15,33,1958821.96,2997153.63,53.01,22,Medium,HR,Compliance,6.47,3.22,10,6,4,75.39,78.74,0,-14.9,1.15
PRJ-1543,2022-01-09,2022-05-02,113,523460.57,354730.73,-32.23,39,High,Marketing,System Upgrade,6.4,3.2,7,3,1,92.8,36.64,0,-9.58,1.75
PRJ-1544,2020-11-03,2021-10-11,342,1488719.13,1793365.11,20.46,47,Medium,HR,System Upgrade,3.25,1.7,2,2,2,85.34,30.32,0,-7.82,1.89
PRJ-1545,2021-06-07,2022-03-17,283,3619965.37,3880905.54,7.21,48,High,Operations,Process Improvement,4.12,4.35,15,1,5,100.45,41.69,1,29.42,3.68
PRJ-1546,2021-12-24,2022-11-19,330,1981345.04,2472045.17,24.77,18,Medium,IT,Compliance,3.17,6.73,10,2,1,76.81,25.6,0,-7.26,1.85
PRJ-1547,2022-02-01,2022-11-03,275,407937.35,417334.73,2.3,46,Low,IT,Compliance,4.48,5.25,9,1,1,79.23,43.72,0,-18.88,1.69
PRJ-1548,2022-08-19,2022-12-31,134,3684042.78,4991578.11,35.49,19,Medium,HR,Compliance,5.73,7.08,8,1,2,113.78,61.8,0,-16.15,1.34
PRJ-1549,2022-07-20,2023-05-30,314,3121768.02,2604606.52,-16.57,31,High,Operations,New Product Launch,1.0,7.94,20,3,3,79.13,12.22,1,27.74,4.46
PRJ-1550,2021-02-08,2022-01-06,332,724062.0,800541.12,10.56,17,Medium,Finance,System Upgrade,1.75,7.22,19,3,3,95.89,28.72,1,9.19,2.83
PRJ-1551,2020-07-04,2020-11-11,130,4094570.49,2188194.82,-46.56,25,Medium,Finance,New Product Launch,6.77,5.41,6,2,6,102.88,40.6,0,-16.08,1.76
PRJ-1552,2021-12-26,2022-07-29,215,166336.99,146194.16,-12.11,25,Medium,IT,Compliance,4.45,2.7,20,3,4,103.94,19.04,0,-19.11,2.34
PRJ-1553,2020-09-07,2021-01-11,126,2083346.59,1831418.06,-12.09,30,Medium,Finance,Process Improvement,4.3,3.29,6,2,2,85.25,41.1,0,-5.52,2.04
PRJ-1554,2020-01-31,2020-12-24,328,3342760.31,3937789.44,17.8,35,High,HR,System Upgrade,5.71,10.0,20,2,5,98.1,49.79,1,24.67,3.12
PRJ-1555,2021-02-15,2022-01-21,340,4893360.53,7209684.66,47.34,30,Low,Marketing,Cost Reduction,1.48,1.47,1,2,1,87.73,26.09,0,-16.18,2.58
PRJ-1556,2021-10-10,2022-01-23,105,4980926.81,2796147.56,-43.86,21,Low,Operations,Process Improvement,4.99,6.39,15,3,2,85.5,46.43,0,-21.7,1.9
PRJ-1557,2022-12-18,2023-12-02,349,3127500.07,4174949.92,33.49,46,Low,IT,Cost Reduction,3.93,3.36,15,2,3,89.11,21.41,0,-15.02,2.01
PRJ-1558,2021-11-19,2022-05-02,164,4471036.66,4266661.76,-4.57,48,High,Marketing,New Product Launch,6.03,5.51,3,3,4,74.56,47.67,0,-15.63,2.32
PRJ-1559,2020-11-08,2021-09-04,300,2347469.18,2377727.83,1.29,46,Medium,IT,System Upgrade,5.46,7.99,14,0,5,83.52,56.36,0,-14.17,1.23
PRJ-1560,2022-03-08,2022-04-10,33,946199.28,1015905.8,7.37,21,Low,HR,Cost Reduction,5.78,5.78,10,3,4,69.38,50.54,0,-21.2,2.13
PRJ-1561,2020-05-25,2021-04-27,337,3190477.71,2822127.97,-11.55,35,Low,HR,Cost Reduction,8.87,9.23,9,4,9,93.68,73.48,0,-9.81,1.0
PRJ-1562,2020-01-28,2020-08-15,200,2558106.36,2799408.11,9.43,26,High,Marketing,System Upgrade,1.53,6.84,8,2,3,74.04,34.19,1,21.21,3.05
PRJ-1563,2022-08-13,2023-04-04,234,4058501.73,3346408.77,-17.55,4,Medium,IT,System Upgrade,4.1,1.0,4,3,2,78.34,26.98,0,-9.38,2.99
PRJ-1564,2021-11-10,2022-04-26,167,3440029.67,3998551.63,16.24,49,High,Finance,Cost Reduction,5.53,5.49,12,1,6,72.57,38.36,0,-14.63,2.2
PRJ-1565,2022-01-22,2022-05-18,116,4626622.59,5390345.4,16.51,37,Low,Operations,Cost Reduction,2.51,3.56,18,2,4,98.8,29.26,0,-7.94,3.23
PRJ-1566,2020-04-24,2020-10-11,170,3642972.77,3331651.36,-8.55,7,Medium,Marketing,Cost Reduction,6.86,6.77,5,1,2,105.93,68.59,0,-19.33,1.32
PRJ-1567,2020-05-04,2020-11-21,201,2815473.15,3544712.31,25.9,27,Medium,Finance,Compliance,5.94,3.66,17,0,7,89.27,49.32,0,-12.04,1.76
PRJ-1568,2022-06-16,2022-07-21,35,3819630.66,3213578.5,-15.87,12,High,IT,Cost Reduction,6.57,5.5,19,2,5,86.79,72.7,0,-13.86,1.42
PRJ-1569,2022-09-05,2023-04-11,218,99356.31,105876.55,6.56,19,High,HR,Process Improvement,1.67,2.9,7,1,3,72.33,9.17,1,18.24,3.79
PRJ-1570,2020-09-20,2021-07-11,294,2101129.56,1988814.86,-5.35,6,Medium,Finance,New Product Launch,4.0,6.05,19,1,5,85.93,29.62,0,-8.73,1.68
PRJ-1571,2022-06-19,2023-02-15,241,3961320.79,2978352.76,-24.81,47,High,Finance,System Upgrade,1.79,3.53,2,1,1,74.12,14.69,0,-12.22,3.26
PRJ-1572,2021-08-20,2022-07-28,342,4418619.11,3953011.99,-10.54,6,Medium,Operations,Process Improvement,3.26,6.56,11,0,3,85.75,33.08,0,-11.51,3.16
PRJ-1573,2022-10-13,2023-05-06,205,1438279.41,1381797.46,-3.93,13,Medium,Finance,Cost Reduction,1.88,9.23,4,2,5,82.71,46.09,0,-20.88,1.8
PRJ-1574,2020-07-13,2021-01-30,201,2797127.91,2417494.92,-13.57,38,High,Finance,Compliance,3.74,6.88,13,2,3,85.04,29.15,1,24.43,3.56
PRJ-1575,2021-05-20,2022-02-03,259,4071392.3,4892005.96,20.16,47,Low,Finance,New Product Launch,6.99,9.74,2,0,8,80.2,80.0,0,-7.85,1.0
PRJ-1576,2021-03-25,2022-03-09,349,365938.87,300930.13,-17.76,35,High,Operations,System Upgrade,3.56,5.23,9,2,0,87.26,32.64,1,9.37,3.76
PRJ-1577,2020-06-27,2021-05-22,329,4209789.45,4691096.92,11.43,23,Medium,Marketing,New Product Launch,7.42,6.16,1,1,8,87.88,61.17,0,-17.45,2.1
PRJ-1578,2022-09-01,2023-05-20,261,1490466.65,845557.18,-43.27,35,High,HR,Cost Reduction,5.92,4.64,9,2,1,60.63,54.0,1,29.26,3.2
PRJ-1579,2020-01-28,2020-10-14,260,1305786.76,1668608.66,27.79,45,High,IT,Process Improvement,4.41,2.56,7,3,1,86.03,33.83,0,-16.78,1.72
PRJ-1580,2021-11-04,2022-08-20,289,2240231.09,2491378.75,11.21,27,Medium,Finance,System Upgrade,2.77,4.29,4,1,1,64.45,19.29,0,-11.7,2.51
PRJ-1581,2020-03-11,2021-03-04,358,2248654.29,1631581.74,-27.44,43,Medium,HR,New Product Launch,8.52,4.1,17,1,5,99.04,59.33,0,-19.01,3.01
PRJ-1582,2020-04-07,2021-03-03,330,4693685.74,6071773.28,29.36,38,Medium,Operations,System Upgrade,7.07,5.77,12,2,7,67.45,58.86,1,27.92,2.68
PRJ-1583,2020-03-22,2020-12-05,258,3655388.45,4378016.28,19.77,24,Medium,IT,Compliance,4.16,7.54,13,1,7,100.38,38.08,0,-11.03,1.49
PRJ-1584,2022-04-14,2023-04-10,361,4976100.52,6900665.2,38.68,31,High,Finance,Cost Reduction,2.57,4.39,18,3,1,81.2,41.31,0,1.99,2.36
PRJ-1585,2021-12-03,2022-09-07,278,3730370.3,5354967.74,43.55,47,Medium,Finance,Process Improvement,8.02,3.0,2,2,8,94.99,55.45,0,-5.75,2.49
PRJ-1586,2022-07-31,2023-07-27,361,2118318.21,2062201.66,-2.65,33,Low,IT,Process Improvement,5.1,7.51,20,2,3,97.52,28.08,1,17.9,3.43
PRJ-1587,2021-04-16,2021-07-03,78,2274935.73,1423831.11,-37.41,34,Medium,Operations,Compliance,4.23,6.33,16,3,1,77.59,54.22,0,-19.05,2.59
PRJ-1588,2021-06-03,2022-05-27,358,3801977.98,3264472.44,-14.14,30,High,Finance,Cost Reduction,5.6,4.76,2,5,5,94.82,45.86,0,-5.54,1.53
PRJ-1589,2021-10-16,2022-08-28,316,4732710.86,5172782.89,9.3,7,High,HR,System Upgrade,4.59,7.14,6,1,5,81.28,49.18,0,-13.3,1.2
PRJ-1590,2022-05-08,2022-10-30,175,469115.58,646943.69,37.91,47,Medium,Operations,Process Improvement,4.53,3.96,14,0,3,90.11,32.33,0,-18.43,2.56
PRJ-1591,2020-11-12,2021-09-16,308,2770137.6,2390459.24,-13.71,15,High,IT,Cost Reduction,3.58,5.54,10,3,4,98.39,40.32,1,23.66,2.68
PRJ-1592,2020-10-22,2021-07-10,261,182897.28,162119.87,-11.36,6,High,Operations,New Product Launch,8.06,4.42,1,5,3,89.73,55.02,0,-11.93,1.83
PRJ-1593,2020-08-10,2021-06-01,295,1301527.23,1648076.28,26.63,22,Low,Finance,System Upgrade,2.51,5.94,20,4,0,68.33,52.89,1,19.23,1.86
PRJ-1594,2022-12-26,2023-07-19,205,2349441.24,2998020.64,27.61,33,Medium,HR,Compliance,4.51,3.29,10,3,3,76.27,26.98,0,-17.64,3.55
PRJ-1595,2022-12-08,2023-02-21,75,2185652.71,2642570.97,20.91,25,High,Finance,Process Improvement,8.38,4.48,12,2,5,87.48,48.66,1,29.63,2.76
PRJ-1596,2020-06-16,2021-04-30,318,4385634.32,2418774.12,-44.85,45,Medium,Marketing,System Upgrade,6.32,5.6,10,4,7,86.82,34.85,0,-17.87,1.0
PRJ-1597,2022-10-28,2023-05-01,185,1304855.64,1039803.85,-20.31,46,Medium,IT,Process Improvement,3.9,4.9,20,3,4,92.52,34.32,0,-11.82,2.64
PRJ-1598,2021-02-06,2021-11-20,287,4287844.59,4985335.84,16.27,47,Medium,Marketing,Cost Reduction,4.13,6.89,3,2,3,86.95,57.71,0,-18.22,1.66
PRJ-1599,2020-11-17,2021-01-10,54,4902594.26,5069940.63,3.41,41,High,HR,Compliance,4.27,6.66,4,2,2,87.07,44.06,0,-10.47,1.0
PRJ-1600,2022-03-29,2022-12-18,264,479379.2,537149.56,12.05,10,Medium,HR,Process Improvement,3.75,4.09,9,2,2,87.25,42.62,1,33.82,3.21
PRJ-1601,2021-01-13,2021-09-19,249,1723627.49,2360718.44,36.96,6,Medium,IT,New Product Launch,6.43,7.47,10,2,4,83.86,62.9,0,-13.74,1.36
PRJ-1602,2021-08-26,2022-06-10,288,1047043.4,1038637.55,-0.8,5,Medium,Operations,Compliance,4.68,6.61,10,2,3,83.53,55.86,1,32.42,3.33
PRJ-1603,2022-03-01,2023-01-21,326,4724117.49,5984145.76,26.67,9,Medium,Operations,Compliance,4.85,6.21,2,2,4,97.71,43.58,1,27.36,2.37
PRJ-1604,2022-04-06,2023-03-26,354,837865.45,874220.45,4.34,44,High,Finance,New Product Launch,4.37,5.75,9,1,1,74.68,29.34,1,33.09,3.78
PRJ-1605,2020-05-05,2020-06-18,44,3300819.47,3181995.64,-3.6,9,Medium,HR,System Upgrade,1.0,8.21,8,2,3,87.96,43.68,0,-15.61,2.45
PRJ-1606,2021-10-19,2022-06-16,240,2836758.45,3274765.66,15.44,49,High,HR,Compliance,3.91,6.69,13,1,9,75.6,44.78,1,22.83,3.71
PRJ-1607,2022-01-23,2022-11-09,290,1284293.94,1169683.94,-8.92,45,High,Marketing,Cost Reduction,3.84,3.15,11,1,2,79.62,28.8,0,-9.6,2.24
PRJ-1608,2021-03-06,2021-05-11,66,1813428.85,2333942.06,28.7,28,Medium,IT,New Product Launch,6.8,2.05,13,1,5,82.86,43.81,0,-14.57,2.19
PRJ-1609,2022-03-16,2022-06-28,104,3199923.22,4537434.17,41.8,21,Medium,Finance,Process Improvement,6.57,4.87,19,2,5,81.38,53.27,0,-26.98,1.59
PRJ-1610,2022-06-06,2022-12-28,205,1794690.78,2244571.63,25.07,46,High,Marketing,System Upgrade,6.1,4.07,7,1,5,81.31,33.03,0,-2.34,2.63
PRJ-1611,2021-08-22,2022-07-18,330,2367720.7,2923666.76,23.48,19,Low,HR,System Upgrade,5.73,5.11,14,4,3,75.77,49.31,0,-16.3,1.29
PRJ-1612,2020-05-02,2020-07-31,90,2235458.38,3510461.22,57.04,21,Low,Finance,Process Improvement,9.34,4.48,9,2,8,85.09,60.91,0,-11.7,1.1
PRJ-1613,2020-08-14,2021-06-20,310,4285357.02,4949852.47,15.51,27,Medium,HR,System Upgrade,6.2,5.09,15,3,5,85.01,32.9,0,-13.19,1.51
PRJ-1614,2022-05-28,2023-03-04,280,2470636.03,2750447.31,11.33,6,High,Finance,Compliance,7.73,5.43,2,1,4,74.1,64.02,1,16.62,3.76
PRJ-1615,2020-04-24,2020-08-22,120,3266464.1,3437215.19,5.23,24,Medium,HR,Process Improvement,1.43,1.28,13,1,0,78.55,5.73,1,28.16,3.43
PRJ-1616,2020-12-05,2021-09-27,296,4675865.18,6019754.58,28.74,36,Medium,HR,Process Improvement,4.06,7.1,17,2,2,81.01,42.6,0,-20.57,2.06
PRJ-1617,2022-10-28,2023-03-08,131,2315251.83,2447357.97,5.71,16,High,HR,Compliance,6.22,6.79,4,0,3,83.74,40.77,0,-14.99,2.05
PRJ-1618,2020-11-01,2021-10-21,354,1677723.58,2065876.43,23.14,49,Medium,HR,New Product Launch,5.81,5.55,3,4,3,84.79,51.37,0,-4.7,1.89
PRJ-1619,2020-12-09,2021-05-20,162,3004552.47,4347908.62,44.71,9,Low,IT,New Product Launch,6.02,7.2,9,4,4,92.14,47.07,0,-10.67,2.09
PRJ-1620,2020-07-28,2021-07-23,360,654115.63,717230.76,9.65,14,High,HR,System Upgrade,3.91,5.5,16,0,3,76.17,25.26,1,24.94,3.13
PRJ-1621,2022-12-20,2023-08-26,249,248689.97,284747.4,14.5,14,Medium,HR,Cost Reduction,4.93,2.29,2,1,6,77.35,15.57,0,-16.46,3.1
PRJ-1622,2021-11-26,2022-08-14,261,2744056.85,2824448.74,2.93,25,Medium,IT,Cost Reduction,2.45,5.2,20,1,5,96.33,35.88,0,-11.83,2.44
PRJ-1623,2020-01-02,2020-12-02,335,4868227.02,2786055.69,-42.77,17,Low,HR,System Upgrade,6.95,4.58,17,1,3,80.46,55.75,0,-9.08,2.07
